person_age,person_income,person_home_ownership,person_emp_length,loan_intent,loan_grade,loan_amnt,loan_int_rate,loan_status,loan_percent_income,cb_person_default_on_file,cb_person_cred_hist_length
25.0,55000.0,MORTGAGE,9.0,VENTURE,B,5000.0,9.91,0,0.09,N,4.0
22.0,42000.0,RENT,4.0,EDUCATION,A,7000.0,8.63,0,0.17,N,4.0
24.0,55000.0,MORTGAGE,3.0,PERSONAL,A,15000.0,6.62,0,0.27,N,3.0
22.0,36614.0,RENT,5.0,MEDICAL,B,7000.0,9.99,1,0.19,N,4.0
23.0,55000.0,MORTGAGE,8.0,EDUCATION,B,12375.0,9.91,0,0.23,N,3.0
26.0,43000.0,RENT,2.0,MEDICAL,B,7000.0,9.99,0,0.16,N,3.0
23.0,43000.0,RENT,7.0,EDUCATION,E,7000.0,10.99,0,0.16,N,4.0
25.0,49000.0,MORTGAGE,8.0,MEDICAL,B,18200.0,11.99,1,0.37,N,4.0
25.0,55000.0,MORTGAGE,6.0,HOMEIMPROVEMENT,B,6500.0,10.99,0,0.12,N,2.0
25.0,55000.0,MORTGAGE,9.0,EDUCATION,B,6300.0,11.49,0,0.11,N,3.0
23.0,55000.0,MORTGAGE,1.0,EDUCATION,B,4400.0,10.59,0,0.08,N,3.0
26.0,43000.0,RENT,8.0,MEDICAL,A,7000.0,7.29,0,0.16,N,4.0
21.0,55000.0,MORTGAGE,5.0,PERSONAL,A,12000.0,5.42,0,0.22,N,2.0
22.0,37200.0,RENT,6.0,DEBTCONSOLIDATION,A,7000.0,7.9,1,0.19,N,4.0
22.0,55000.0,OWN,6.0,MEDICAL,B,4800.0,11.99,0,0.09,N,2.0
23.0,55000.0,OWN,5.0,VENTURE,C,15000.0,13.49,0,0.27,N,2.0
23.0,49000.0,MORTGAGE,4.0,VENTURE,E,11400.0,17.99,1,0.23,Y,4.0
25.0,55000.0,MORTGAGE,3.0,EDUCATION,D,5000.0,15.99,0,0.09,N,4.0
22.0,55000.0,OWN,1.0,VENTURE,B,10000.0,10.99,0,0.18,N,3.0
25.0,55000.0,MORTGAGE,9.0,VENTURE,A,6500.0,7.49,0,0.12,N,3.0
22.0,55000.0,MORTGAGE,6.0,MEDICAL,A,9500.0,7.49,0,0.17,N,3.0
23.0,44500.0,RENT,2.0,EDUCATION,A,7000.0,8.0,0,0.16,N,2.0
26.0,45000.0,RENT,5.0,DEBTCONSOLIDATION,A,7000.0,8.9,0,0.16,N,4.0
22.0,39000.0,RENT,2.0,PERSONAL,A,7000.0,8.9,1,0.18,N,3.0
24.0,55000.0,MORTGAGE,8.0,VENTURE,A,1800.0,7.49,0,0.03,N,4.0
25.0,49000.0,MORTGAGE,1.0,EDUCATION,C,7000.0,10.99,1,0.14,N,4.0
23.0,39000.0,RENT,1.0,VENTURE,D,7000.0,16.77,1,0.18,N,3.0
26.0,45000.0,RENT,1.0,VENTURE,A,7000.0,7.51,0,0.16,N,3.0
22.0,55000.0,MORTGAGE,7.0,VENTURE,A,3000.0,5.99,0,0.05,N,4.0
26.0,55000.0,MORTGAGE,10.0,VENTURE,A,10000.0,7.49,0,0.18,N,2.0
21.0,49000.0,MORTGAGE,4.0,MEDICAL,B,2000.0,11.99,1,0.04,N,2.0
26.0,55000.0,MORTGAGE,10.0,VENTURE,C,2800.0,13.49,0,0.05,N,2.0
24.0,55000.0,MORTGAGE,0.0,HOMEIMPROVEMENT,C,4200.0,15.23,0,0.08,Y,3.0
21.0,45000.0,RENT,2.0,EDUCATION,A,7000.0,7.51,0,0.16,N,4.0
23.0,55000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,A,4000.0,5.42,0,0.07,N,3.0
25.0,45000.0,RENT,9.0,EDUCATION,B,7000.0,10.99,0,0.16,N,2.0
23.0,55000.0,MORTGAGE,0.0,EDUCATION,C,11075.0,13.49,0,0.2,N,3.0
24.0,45000.0,RENT,5.0,VENTURE,A,7000.0,5.42,0,0.16,N,4.0
24.0,55000.0,OWN,4.0,VENTURE,D,9000.0,16.49,0,0.16,Y,2.0
24.0,39000.0,RENT,8.0,PERSONAL,D,7000.0,14.42,1,0.18,N,4.0
26.0,45600.0,RENT,0.0,MEDICAL,B,7000.0,9.99,0,0.15,N,3.0
25.0,46000.0,RENT,9.0,MEDICAL,A,7000.0,8.49,0,0.15,N,3.0
25.0,46000.0,RENT,5.0,EDUCATION,B,7000.0,10.25,0,0.15,N,3.0
23.0,46000.0,RENT,1.0,EDUCATION,A,7000.0,7.4,0,0.15,N,4.0
22.0,55000.0,MORTGAGE,7.0,MEDICAL,B,13500.0,9.67,0,0.25,N,2.0
23.0,55000.0,MORTGAGE,7.0,EDUCATION,A,15000.0,10.99,0,0.27,N,4.0
25.0,46000.0,RENT,3.0,DEBTCONSOLIDATION,A,7000.0,9.07,0,0.15,N,3.0
25.0,46800.0,RENT,0.0,DEBTCONSOLIDATION,A,7000.0,8.63,0,0.15,N,3.0
23.0,55000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,A,3850.0,5.42,0,0.07,N,2.0
24.0,47000.0,RENT,8.0,VENTURE,A,7000.0,6.62,0,0.15,N,3.0
24.0,55000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,A,8000.0,8.49,0,0.15,N,3.0
23.0,55000.0,MORTGAGE,1.0,VENTURE,B,1500.0,11.49,0,0.03,N,3.0
24.0,47000.0,RENT,3.0,MEDICAL,A,7000.0,6.54,0,0.15,N,4.0
25.0,55000.0,OWN,1.0,PERSONAL,C,6000.0,15.23,0,0.11,Y,3.0
23.0,55000.0,MORTGAGE,4.0,EDUCATION,A,8000.0,7.49,0,0.15,N,4.0
21.0,47000.0,RENT,5.0,VENTURE,D,7000.0,14.96,0,0.15,Y,3.0
23.0,55000.0,MORTGAGE,7.0,MEDICAL,A,8000.0,7.49,0,0.15,N,4.0
23.0,55000.0,MORTGAGE,7.0,MEDICAL,C,10000.0,13.99,0,0.18,Y,3.0
22.0,41500.0,RENT,3.0,VENTURE,D,7000.0,15.7,1,0.17,Y,3.0
26.0,48000.0,RENT,10.0,MEDICAL,B,7000.0,12.69,0,0.15,N,2.0
26.0,48000.0,RENT,5.0,MEDICAL,A,7000.0,5.79,0,0.15,N,3.0
23.0,48000.0,RENT,6.0,EDUCATION,A,7000.0,8.94,0,0.15,N,3.0
26.0,48000.0,RENT,10.0,MEDICAL,A,7000.0,9.63,0,0.15,N,2.0
23.0,55000.0,MORTGAGE,2.0,EDUCATION,B,5000.0,11.11,0,0.09,N,2.0
25.0,48226.0,RENT,9.0,MEDICAL,A,7000.0,7.9,0,0.15,N,3.0
23.0,49500.0,RENT,2.0,MEDICAL,C,7000.0,10.99,0,0.14,N,4.0
21.0,50000.0,RENT,4.0,MEDICAL,C,7000.0,15.27,0,0.14,Y,4.0
24.0,55000.0,MORTGAGE,8.0,EDUCATION,B,9600.0,10.99,0,0.17,N,3.0
24.0,50000.0,RENT,8.0,DEBTCONSOLIDATION,B,7000.0,11.71,0,0.14,N,3.0
26.0,55000.0,MORTGAGE,2.0,MEDICAL,A,11300.0,7.29,0,0.21,N,4.0
22.0,55000.0,MORTGAGE,4.0,PERSONAL,A,5000.0,7.66,0,0.09,N,2.0
23.0,50000.0,RENT,8.0,VENTURE,A,7000.0,10.99,0,0.14,N,2.0
26.0,55000.0,MORTGAGE,10.0,VENTURE,A,5000.0,6.92,0,0.09,N,3.0
21.0,50000.0,RENT,1.0,MEDICAL,B,7000.0,10.37,0,0.14,N,4.0
22.0,50000.0,RENT,2.0,VENTURE,A,7000.0,7.66,0,0.14,N,3.0
26.0,55000.0,MORTGAGE,1.0,EDUCATION,B,10000.0,10.0,0,0.18,N,2.0
22.0,55000.0,MORTGAGE,1.0,EDUCATION,B,12000.0,9.63,0,0.22,N,4.0
24.0,55000.0,MORTGAGE,8.0,DEBTCONSOLIDATION,A,10000.0,5.79,0,0.18,N,3.0
23.0,50000.0,RENT,3.0,EDUCATION,A,7000.0,7.51,0,0.14,N,4.0
25.0,55000.0,MORTGAGE,9.0,HOMEIMPROVEMENT,B,8500.0,10.99,0,0.15,N,2.0
22.0,55000.0,MORTGAGE,6.0,VENTURE,B,12000.0,9.99,0,0.22,N,4.0
26.0,50000.0,RENT,2.0,VENTURE,A,7000.0,9.63,0,0.14,N,2.0
23.0,50000.0,RENT,2.0,EDUCATION,A,7000.0,9.32,0,0.14,N,3.0
23.0,55000.0,MORTGAGE,5.0,PERSONAL,A,15000.0,6.17,0,0.27,N,2.0
22.0,49000.0,MORTGAGE,6.0,PERSONAL,A,10000.0,5.79,1,0.2,N,4.0
21.0,44004.0,RENT,2.0,HOMEIMPROVEMENT,B,7000.0,11.46,1,0.16,N,2.0
26.0,50026.0,RENT,3.0,PERSONAL,A,7000.0,10.99,0,0.14,N,4.0
23.0,55000.0,MORTGAGE,5.0,PERSONAL,A,7750.0,6.17,0,0.14,N,4.0
23.0,51000.0,RENT,1.0,MEDICAL,A,7000.0,6.99,0,0.14,N,3.0
21.0,45000.0,RENT,0.0,PERSONAL,D,7000.0,14.96,1,0.16,Y,4.0
22.0,51000.0,RENT,6.0,VENTURE,B,7000.0,12.18,0,0.14,N,2.0
23.0,52000.0,RENT,3.0,EDUCATION,B,7000.0,10.65,0,0.13,N,2.0
24.0,55000.0,MORTGAGE,8.0,HOMEIMPROVEMENT,A,6000.0,5.42,0,0.11,N,3.0
25.0,52000.0,RENT,2.0,HOMEIMPROVEMENT,B,7000.0,10.59,0,0.13,N,2.0
22.0,55000.0,MORTGAGE,2.0,MEDICAL,C,4800.0,12.98,0,0.09,N,4.0
22.0,55000.0,MORTGAGE,2.0,EDUCATION,A,12000.0,6.54,0,0.22,N,4.0
21.0,52000.0,RENT,5.0,EDUCATION,A,7000.0,7.49,0,0.13,N,4.0
26.0,52000.0,RENT,11.0,EDUCATION,A,7000.0,7.88,0,0.13,N,3.0
26.0,55000.0,MORTGAGE,0.0,DEBTCONSOLIDATION,A,10500.0,5.79,0,0.19,N,2.0
24.0,52000.0,RENT,1.0,MEDICAL,A,7000.0,7.74,0,0.13,N,4.0
22.0,55000.0,OWN,2.0,EDUCATION,A,2200.0,5.42,0,0.04,N,3.0
25.0,52000.0,RENT,1.0,DEBTCONSOLIDATION,C,7000.0,12.53,0,0.13,N,3.0
22.0,52800.0,RENT,3.0,PERSONAL,D,7000.0,17.58,0,0.13,N,3.0
25.0,55000.0,MORTGAGE,9.0,DEBTCONSOLIDATION,A,17000.0,6.91,0,0.31,N,4.0
26.0,49000.0,MORTGAGE,10.0,DEBTCONSOLIDATION,E,13000.0,16.45,1,0.27,N,3.0
23.0,55000.0,OWN,7.0,VENTURE,B,1000.0,11.49,0,0.02,N,4.0
22.0,54000.0,RENT,0.0,DEBTCONSOLIDATION,C,7000.0,13.61,0,0.13,N,4.0
25.0,55000.0,MORTGAGE,9.0,MEDICAL,A,15000.0,7.88,0,0.27,N,2.0
22.0,54000.0,RENT,1.0,EDUCATION,C,7000.0,13.47,0,0.13,Y,2.0
24.0,55000.0,MORTGAGE,3.0,DEBTCONSOLIDATION,B,3000.0,11.12,0,0.05,N,2.0
23.0,54008.0,RENT,5.0,DEBTCONSOLIDATION,B,7000.0,9.91,0,0.13,N,3.0
24.0,49000.0,RENT,8.0,EDUCATION,A,7000.0,7.49,1,0.14,N,3.0
23.0,55000.0,MORTGAGE,1.0,EDUCATION,B,10000.0,10.75,0,0.18,N,4.0
23.0,55000.0,OWN,5.0,EDUCATION,B,11000.0,10.38,0,0.2,N,3.0
24.0,55000.0,OWN,3.0,MEDICAL,B,16000.0,10.99,0,0.29,N,3.0
21.0,55000.0,MORTGAGE,5.0,EDUCATION,C,10000.0,14.72,0,0.18,N,2.0
23.0,85000.0,RENT,0.0,EDUCATION,B,7000.0,10.74,0,0.08,N,3.0
23.0,49000.0,MORTGAGE,7.0,MEDICAL,D,5000.0,15.21,1,0.1,N,2.0
25.0,89000.0,RENT,4.0,EDUCATION,B,7000.0,10.99,0,0.08,N,3.0
26.0,55000.0,MORTGAGE,10.0,HOMEIMPROVEMENT,A,9800.0,7.88,0,0.18,N,3.0
23.0,89000.0,RENT,7.0,EDUCATION,C,7000.0,10.99,0,0.08,N,3.0
24.0,55000.0,MORTGAGE,3.0,EDUCATION,D,7500.0,14.84,0,0.14,Y,2.0
23.0,90000.0,RENT,1.0,MEDICAL,B,7000.0,10.65,0,0.08,N,2.0
26.0,90000.0,RENT,8.0,PERSONAL,C,7000.0,13.49,0,0.08,Y,3.0
26.0,50000.0,RENT,1.0,DEBTCONSOLIDATION,B,7150.0,12.69,0,0.14,N,2.0
26.0,55000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,C,13000.0,13.98,0,0.24,Y,3.0
26.0,61200.0,RENT,3.0,HOMEIMPROVEMENT,A,7150.0,6.99,0,0.12,N,2.0
23.0,55000.0,MORTGAGE,7.0,VENTURE,C,7000.0,13.23,0,0.13,Y,2.0
26.0,55000.0,MORTGAGE,10.0,MEDICAL,A,3000.0,6.76,0,0.05,N,2.0
23.0,85000.0,RENT,0.0,DEBTCONSOLIDATION,A,7175.0,7.49,0,0.08,N,4.0
24.0,55000.0,MORTGAGE,3.0,VENTURE,A,5000.0,7.88,0,0.09,N,4.0
22.0,20800.0,RENT,1.0,DEBTCONSOLIDATION,A,7200.0,6.91,1,0.35,N,4.0
21.0,55000.0,MORTGAGE,5.0,EDUCATION,A,10500.0,7.51,0,0.19,N,3.0
26.0,21600.0,RENT,9.0,VENTURE,B,7200.0,10.38,1,0.33,N,3.0
25.0,22000.0,RENT,3.0,VENTURE,A,7200.0,5.79,1,0.33,N,2.0
24.0,23000.0,RENT,1.0,DEBTCONSOLIDATION,B,7200.0,12.69,1,0.31,N,2.0
23.0,55000.0,MORTGAGE,5.0,DEBTCONSOLIDATION,C,8000.0,13.85,0,0.15,N,4.0
23.0,25000.0,RENT,0.0,EDUCATION,C,7200.0,12.68,0,0.29,N,4.0
21.0,55000.0,MORTGAGE,0.0,PERSONAL,B,10000.0,10.25,0,0.18,N,2.0
22.0,55000.0,MORTGAGE,6.0,PERSONAL,B,10000.0,10.62,0,0.18,N,2.0
23.0,25200.0,RENT,7.0,EDUCATION,B,7200.0,11.86,1,0.29,N,4.0
26.0,55000.0,OWN,10.0,VENTURE,C,14500.0,12.73,0,0.26,N,2.0
23.0,27600.0,RENT,2.0,PERSONAL,B,7200.0,9.99,0,0.26,N,2.0
22.0,27600.0,RENT,7.0,MEDICAL,B,7200.0,10.59,0,0.26,N,3.0
22.0,49000.0,MORTGAGE,4.0,EDUCATION,B,8000.0,10.25,1,0.16,N,4.0
24.0,55000.0,MORTGAGE,3.0,PERSONAL,A,6000.0,7.51,0,0.11,N,4.0
23.0,55000.0,MORTGAGE,6.0,EDUCATION,B,8000.0,9.88,0,0.15,N,3.0
22.0,30000.0,RENT,5.0,VENTURE,B,7200.0,11.71,0,0.24,N,3.0
22.0,30000.0,RENT,7.0,MEDICAL,A,7200.0,8.9,1,0.24,N,2.0
22.0,55000.0,MORTGAGE,6.0,PERSONAL,C,13000.0,13.85,0,0.24,N,3.0
21.0,31700.0,RENT,0.0,DEBTCONSOLIDATION,B,7200.0,11.71,1,0.23,N,4.0
24.0,31944.0,RENT,8.0,MEDICAL,C,7200.0,13.79,0,0.23,N,2.0
21.0,32000.0,RENT,5.0,EDUCATION,A,7200.0,5.42,0,0.23,N,4.0
25.0,32004.0,RENT,0.0,MEDICAL,C,7200.0,12.84,0,0.22,N,4.0
25.0,55000.0,MORTGAGE,10.0,EDUCATION,C,15000.0,10.99,0,0.27,Y,3.0
25.0,32496.0,RENT,9.0,MEDICAL,B,7200.0,9.51,0,0.22,N,4.0
22.0,55000.0,OWN,4.0,DEBTCONSOLIDATION,D,5000.0,14.61,0,0.09,Y,2.0
22.0,55000.0,OWN,0.0,VENTURE,A,1000.0,8.59,0,0.02,N,3.0
22.0,34000.0,RENT,5.0,VENTURE,A,7200.0,7.9,0,0.21,N,4.0
23.0,49000.0,MORTGAGE,7.0,PERSONAL,G,15000.0,19.82,1,0.31,N,2.0
26.0,34099.0,RENT,2.0,MEDICAL,C,7200.0,12.73,0,0.21,N,3.0
25.0,35000.0,RENT,9.0,MEDICAL,A,7200.0,8.9,0,0.21,N,3.0
23.0,55000.0,MORTGAGE,2.0,EDUCATION,A,7000.0,8.59,0,0.13,N,2.0
24.0,55000.0,MORTGAGE,8.0,VENTURE,A,5500.0,8.59,0,0.1,N,3.0
25.0,55000.0,MORTGAGE,9.0,PERSONAL,A,10200.0,8.94,0,0.19,N,3.0
25.0,55000.0,OWN,9.0,EDUCATION,C,10000.0,13.57,0,0.18,Y,2.0
22.0,55000.0,OWN,4.0,PERSONAL,A,2000.0,7.4,0,0.04,N,3.0
21.0,35000.0,RENT,5.0,DEBTCONSOLIDATION,B,7200.0,12.69,0,0.21,N,3.0
25.0,35004.0,RENT,0.0,PERSONAL,B,7200.0,9.99,0,0.21,N,4.0
24.0,35004.0,RENT,6.0,MEDICAL,D,7200.0,10.99,0,0.21,N,2.0
23.0,31000.0,RENT,4.0,DEBTCONSOLIDATION,D,7200.0,14.54,1,0.23,N,3.0
26.0,55000.0,MORTGAGE,0.0,MEDICAL,B,12500.0,10.99,0,0.23,N,3.0
25.0,37000.0,RENT,0.0,DEBTCONSOLIDATION,C,7200.0,11.34,0,0.19,Y,2.0
24.0,37200.0,RENT,8.0,EDUCATION,A,7200.0,7.9,0,0.19,N,2.0
24.0,37245.0,RENT,9.0,EDUCATION,A,7200.0,8.9,0,0.19,N,4.0
23.0,38000.0,RENT,0.0,DEBTCONSOLIDATION,A,7200.0,7.9,0,0.19,N,4.0
24.0,49000.0,MORTGAGE,0.0,MEDICAL,B,5000.0,12.18,1,0.1,N,3.0
26.0,38400.0,RENT,2.0,MEDICAL,B,7200.0,9.91,0,0.19,N,2.0
23.0,38896.0,RENT,2.0,PERSONAL,C,7200.0,13.48,0,0.19,Y,3.0
22.0,40000.0,RENT,6.0,EDUCATION,D,7200.0,17.58,0,0.18,Y,2.0
22.0,40000.0,RENT,3.0,PERSONAL,E,7200.0,18.79,0,0.18,N,3.0
26.0,55000.0,MORTGAGE,8.0,VENTURE,B,7000.0,12.53,0,0.13,N,4.0
26.0,55000.0,MORTGAGE,10.0,VENTURE,A,12500.0,8.94,0,0.23,N,2.0
25.0,40000.0,RENT,1.0,EDUCATION,B,7200.0,9.88,0,0.18,N,4.0
25.0,55000.0,MORTGAGE,1.0,DEBTCONSOLIDATION,C,2000.0,13.22,0,0.04,N,2.0
24.0,41000.0,RENT,3.0,EDUCATION,B,7200.0,12.53,0,0.18,N,2.0
22.0,55000.0,OWN,6.0,EDUCATION,A,4000.0,9.32,0,0.07,N,4.0
21.0,42000.0,RENT,6.0,EDUCATION,A,7200.0,5.42,0,0.17,N,4.0
23.0,55000.0,OWN,6.0,MEDICAL,C,18500.0,13.16,0,0.34,N,4.0
23.0,42996.0,RENT,7.0,VENTURE,A,7200.0,8.0,0,0.17,N,2.0
24.0,55000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,A,8000.0,8.0,0,0.15,N,2.0
24.0,43200.0,RENT,8.0,MEDICAL,C,7200.0,13.49,0,0.17,Y,4.0
24.0,55000.0,MORTGAGE,2.0,VENTURE,A,6000.0,8.0,0,0.11,N,2.0
26.0,55000.0,MORTGAGE,2.0,HOMEIMPROVEMENT,B,8500.0,12.21,0,0.15,N,2.0
24.0,45000.0,RENT,3.0,DEBTCONSOLIDATION,B,7200.0,10.65,0,0.16,N,4.0
21.0,45000.0,RENT,3.0,PERSONAL,A,7200.0,9.38,0,0.16,N,4.0
22.0,39000.0,RENT,0.0,HOMEIMPROVEMENT,B,7200.0,9.45,1,0.18,N,3.0
25.0,46000.0,RENT,5.0,DEBTCONSOLIDATION,C,7200.0,10.99,0,0.16,Y,3.0
22.0,48000.0,RENT,5.0,EDUCATION,B,7200.0,12.42,0,0.15,N,4.0
23.0,48000.0,RENT,7.0,PERSONAL,C,7200.0,14.27,0,0.15,Y,3.0
23.0,48000.0,RENT,7.0,PERSONAL,B,7200.0,11.71,0,0.15,N,2.0
25.0,55000.0,MORTGAGE,2.0,EDUCATION,E,14000.0,15.68,0,0.25,Y,4.0
22.0,48000.0,RENT,7.0,PERSONAL,B,7200.0,12.69,0,0.15,N,2.0
22.0,48000.0,RENT,1.0,MEDICAL,B,7200.0,9.62,0,0.15,N,4.0
22.0,49000.0,MORTGAGE,6.0,EDUCATION,A,10000.0,8.0,1,0.2,N,2.0
25.0,48000.0,RENT,6.0,DEBTCONSOLIDATION,B,7200.0,11.36,0,0.15,N,3.0
24.0,55000.0,MORTGAGE,8.0,PERSONAL,D,15000.0,10.99,0,0.27,Y,3.0
24.0,55000.0,MORTGAGE,4.0,DEBTCONSOLIDATION,C,1600.0,13.79,0,0.03,N,2.0
24.0,49920.0,RENT,0.0,MEDICAL,C,7200.0,13.06,0,0.14,Y,3.0
23.0,55000.0,OTHER,5.0,VENTURE,A,4000.0,9.32,0,0.07,N,2.0
24.0,50000.0,RENT,0.0,VENTURE,B,7200.0,11.71,0,0.14,N,2.0
22.0,50000.0,RENT,6.0,DEBTCONSOLIDATION,B,7200.0,10.99,0,0.14,N,4.0
22.0,49000.0,MORTGAGE,2.0,VENTURE,C,5000.0,11.28,1,0.1,Y,4.0
25.0,50000.0,RENT,2.0,PERSONAL,A,7200.0,8.49,0,0.14,N,2.0
25.0,50000.0,RENT,5.0,MEDICAL,A,7200.0,7.29,0,0.14,N,4.0
24.0,50004.0,RENT,4.0,DEBTCONSOLIDATION,C,7200.0,12.84,0,0.14,Y,3.0
25.0,55000.0,MORTGAGE,9.0,VENTURE,C,3600.0,11.34,0,0.07,Y,4.0
24.0,49000.0,OTHER,1.0,PERSONAL,C,20000.0,11.34,1,0.39,Y,4.0
23.0,55000.0,MORTGAGE,7.0,DEBTCONSOLIDATION,B,15000.0,9.2,0,0.27,N,4.0
25.0,52000.0,RENT,3.0,EDUCATION,B,7200.0,12.69,0,0.14,N,3.0
24.0,55000.0,MORTGAGE,1.0,HOMEIMPROVEMENT,A,5275.0,8.07,0,0.1,N,4.0
24.0,54600.0,RENT,2.0,EDUCATION,C,7200.0,12.53,0,0.13,N,2.0
23.0,55004.0,MORTGAGE,4.0,EDUCATION,D,9600.0,14.74,0,0.17,Y,2.0
25.0,54990.0,RENT,4.0,DEBTCONSOLIDATION,C,7200.0,15.27,0,0.13,Y,3.0
23.0,55008.0,OWN,5.0,MEDICAL,C,10500.0,13.16,0,0.19,Y,4.0
24.0,54996.0,RENT,8.0,EDUCATION,B,7200.0,10.99,0,0.13,N,3.0
22.0,54996.0,RENT,5.0,DEBTCONSOLIDATION,A,7200.0,7.66,0,0.13,N,2.0
25.0,55000.0,RENT,1.0,MEDICAL,A,7200.0,7.9,0,0.13,N,2.0
25.0,49700.0,RENT,2.0,PERSONAL,B,7200.0,10.38,1,0.14,N,2.0
23.0,50000.0,RENT,7.0,MEDICAL,D,7200.0,17.58,1,0.14,Y,2.0
23.0,51000.0,RENT,3.0,DEBTCONSOLIDATION,E,7200.0,14.67,1,0.14,N,3.0
22.0,59000.0,RENT,2.0,EDUCATION,A,7200.0,8.0,0,0.12,N,3.0
24.0,55152.0,MORTGAGE,8.0,PERSONAL,B,16000.0,11.49,0,0.29,N,2.0
24.0,60000.0,RENT,2.0,VENTURE,A,7200.0,8.49,0,0.12,N,2.0
25.0,55200.0,MORTGAGE,5.0,EDUCATION,B,4225.0,12.42,0,0.08,N,2.0
26.0,60000.0,RENT,0.0,VENTURE,B,7200.0,11.14,0,0.12,N,2.0
25.0,60000.0,RENT,3.0,HOMEIMPROVEMENT,C,7200.0,13.48,0,0.12,Y,4.0
22.0,60000.0,RENT,0.0,EDUCATION,C,7200.0,12.87,0,0.12,Y,3.0
22.0,49200.0,MORTGAGE,6.0,MEDICAL,C,6500.0,12.68,1,0.13,Y,2.0
23.0,60000.0,RENT,5.0,EDUCATION,C,7200.0,13.22,0,0.12,N,4.0
21.0,55200.0,MORTGAGE,5.0,VENTURE,A,8900.0,6.17,0,0.16,N,2.0
23.0,60036.0,RENT,7.0,MEDICAL,B,7200.0,9.91,0,0.12,N,4.0
24.0,49200.0,MORTGAGE,8.0,MEDICAL,E,2500.0,10.99,1,0.05,N,2.0
21.0,60675.0,RENT,5.0,PERSONAL,C,7200.0,14.72,0,0.12,Y,2.0
21.0,61490.0,RENT,5.0,EDUCATION,B,7200.0,10.99,0,0.12,N,3.0
23.0,55200.0,MORTGAGE,2.0,DEBTCONSOLIDATION,B,2000.0,11.86,0,0.04,N,3.0
23.0,55200.0,MORTGAGE,7.0,EDUCATION,B,4000.0,10.08,0,0.07,N,4.0
25.0,63000.0,RENT,9.0,EDUCATION,A,7200.0,7.88,0,0.11,N,3.0
23.0,64000.0,RENT,0.0,MEDICAL,C,7200.0,15.96,0,0.11,N,3.0
26.0,55316.0,OWN,10.0,HOMEIMPROVEMENT,A,6000.0,5.42,0,0.11,N,3.0
25.0,67500.0,RENT,2.0,EDUCATION,A,7200.0,7.88,0,0.11,N,4.0
24.0,55400.0,MORTGAGE,8.0,VENTURE,A,11000.0,7.29,0,0.2,N,3.0
23.0,62000.0,RENT,3.0,EDUCATION,A,7200.0,7.9,1,0.12,N,3.0
23.0,68400.0,RENT,7.0,EDUCATION,C,7200.0,14.72,0,0.11,N,2.0
26.0,49493.0,MORTGAGE,6.0,VENTURE,C,15250.0,13.11,1,0.31,Y,3.0
25.0,71604.0,RENT,0.0,EDUCATION,B,7200.0,10.95,0,0.1,N,4.0
22.0,75000.0,RENT,2.0,VENTURE,C,7200.0,13.61,0,0.1,N,4.0
22.0,55500.0,MORTGAGE,6.0,MEDICAL,A,3000.0,7.37,0,0.05,N,2.0
24.0,55530.0,MORTGAGE,8.0,HOMEIMPROVEMENT,A,8000.0,5.99,0,0.14,N,4.0
21.0,55530.0,MORTGAGE,5.0,EDUCATION,A,3200.0,6.62,0,0.06,N,4.0
23.0,49530.0,MORTGAGE,7.0,DEBTCONSOLIDATION,D,16000.0,14.54,1,0.32,Y,2.0
26.0,76668.0,RENT,10.0,EDUCATION,A,7200.0,9.63,0,0.09,N,3.0
23.0,80000.0,RENT,3.0,DEBTCONSOLIDATION,A,7200.0,8.9,0,0.09,N,2.0
23.0,80500.0,RENT,5.0,DEBTCONSOLIDATION,B,7200.0,9.25,0,0.09,N,4.0
21.0,84000.0,RENT,5.0,VENTURE,A,7200.0,8.49,0,0.09,N,2.0
24.0,55600.0,MORTGAGE,2.0,HOMEIMPROVEMENT,C,11700.0,13.57,0,0.21,Y,2.0
24.0,55605.0,MORTGAGE,8.0,MEDICAL,B,6500.0,10.99,0,0.12,N,2.0
23.0,49635.0,MORTGAGE,6.0,PERSONAL,A,12000.0,7.29,1,0.24,N,3.0
24.0,55680.0,MORTGAGE,4.0,DEBTCONSOLIDATION,B,7875.0,10.65,0,0.14,N,3.0
25.0,73000.0,RENT,2.0,PERSONAL,D,7200.0,14.96,1,0.1,N,3.0
25.0,88500.0,RENT,3.0,DEBTCONSOLIDATION,C,7200.0,13.47,0,0.08,N,3.0
25.0,55800.0,MORTGAGE,9.0,MEDICAL,C,3500.0,14.17,0,0.06,Y,3.0
25.0,55800.0,MORTGAGE,1.0,PERSONAL,B,4000.0,10.75,0,0.07,N,2.0
24.0,55800.0,MORTGAGE,0.0,VENTURE,A,3200.0,7.68,0,0.06,N,3.0
23.0,55812.0,MORTGAGE,4.0,MEDICAL,B,21496.875,11.36,0,0.39,N,2.0
26.0,90000.0,RENT,1.0,DEBTCONSOLIDATION,B,7200.0,9.91,0,0.08,N,2.0
26.0,55900.0,MORTGAGE,5.0,PERSONAL,C,18200.0,14.26,0,0.33,N,4.0
